Year,Country code,Country,Population,Total Water Consumption(Billion Cubic Meters),Per Capita Water Use (Liters per Day),Agricultural Water Use (%),Industrial Water Use (%),Household Water Use (%),Rainfall Impact (Annual Precipitation in mm),Groundwater Depletion Rate (%),Water Scarcity Level,Number of dams,Reservoir_Capacity_TMC,Number_of_Industries,ISO_Code,Water_Use_Intensity,Sector_Balance,Infrastructure_per_Capita,Water_Consumption_lag1,Per_Capita_lag1,Water_Consumption_MA3,Population_Rainfall_Interaction,Agri_GW_Interaction
2019,76,Brazil,195400000,71.1,1052,65.8,11.3,15.8,2000.6,19.4,Low,3571,391.4,395143,BRA,3.64E-07,0.169161677,2.00E-06,70.2,1042.2,70.2,3.91E+11,1276.52
2019,643,Russia,144685714,71.4,1896.6,22,20.3,17.2,492.6,2.7,Moderate,3466,980,174253,RUS,4.93E-07,0.882608696,6.77E-06,73,1899.8,73,71272182716,59.4
2019,484,Mexico,119977143,79.9,277.1,76.2,10.8,13.8,667.1,3.9,Moderate,5200,9900,540000,MEX,6.66E-07,0.139896373,8.25E-05,79.8,280,79.8,80036752095,297.18
2019,36,Australia,259714,14.43,173.4,3.49,38.4,59.1,1024.6,7.8,Low,5080,1618,540000,AUS,5.56E-05,8.55233853,0.006229906,14.5,174.6,14.5,266102964.4,27.222
2019,826,England,55540000,14.57,786.3,4.31,10.4,59.1,1024.6,0.88,Low,4914,1841,259714,GBR,2.62E-07,1.958568738,3.31E-05,14.63,790.2,14.63333333,56906284000,3.7928
2019,250,France,64165714,31.7,146,10.9,10.4,18.9,836.3,32.4,High,644,8214,226571,FRA,4.94E-07,0.87394958,0.000128012,32,147,32,53661786618,353.16
2019,124,Canada,36400000,36.3,484.7,9.1,70.3,11.9,566,0,Low,14143,68286,36857,CAN,9.97E-07,6.96039604,0.001875989,36.6,490.4,36.6,20602400000,0
2019,392,Japan,123085714,76.6,277.1,61.9,18.5,16.5,1749,0,Low,2966,18243,279429,JPN,6.22E-07,0.294117647,0.000148214,77,280,77,2.15E+11,0
2019,32,Argentina,44200000,37.8,467.1,70.9,10.9,12.9,533,3.4,Moderate,129,2500,84857,ARG,8.55E-07,0.151599444,5.66E-05,37.6,470,37.6,23558600000,241.06
2019,704,Vietnam,95000000,89,109,83.7,10.9,13.8,1742,3,Moderate,1080,46829,340214,VNM,9.37E-07,0.128689492,0.000492937,88,108,88,1.65E+11,251.1
2019,608,Philippines,112857143,79,131,71.6,9.1,14.1,2358,3.4,High,2191,1264,112857,PHL,7.00E-07,0.125344353,1.12E-05,78,132,78,2.66E+11,243.44
2019,364,Iran,83342857,100,276,90.5,7.9,8.9,192,25.7,High,214,68,110571,IRN,1.20E-06,0.086338798,8.16E-07,99,282,99,16001828544,2325.85
2019,764,Thailand,67865714,54,383,73.4,10.8,9.1,1393,25.7,Moderate,26571,82429,217429,THA,7.96E-07,0.14516129,0.00121459,54,387,53.66666667,94536939602,1886.38
2019,860,Uzbekistan,33342857,49.5,1337.1,88.3,3.9,9.1,208.6,6.1,High,1829,28414,68000,UZB,1.48E-06,0.043673012,0.000852176,50,1360,50,6955319970,538.63
2019,792,Turkey,80942857,55.2,155.1,66.7,17.8,18.9,587.1,6.8,High,1577,4103,214286,TUR,6.82E-07,0.262924668,5.07E-05,54.4,156,54.4,47521551345,453.56
2019,604,Peru,32705714,25.8,175.7,81.6,6.9,9.73,1575.7,2.49,High,16829,612,174286,PER,7.89E-07,0.083535109,1.87E-05,25.6,180,25.6,51534393550,203.184
2019,368,Iraq,40714286,59.3,277.1,86.2,2.51,6.66,137.1,5.97,High,348,2791,12571,IRQ,1.46E-06,0.028784404,6.86E-05,60,290,60,5581928611,514.614
2020,356,India,1222759000,923.75,1002.88,64.5,26.79,24.05,1574.56,2.68,Moderate,5540,2641.25,13600,IND,7.55E-07,0.409007634,2.16E-06,901,1055.27,901.0833333,1.93E+12,172.86
2020,156,China,1430000000,1063,2187.19,63.1,26.79,23.516,618.571,8.87,Moderate,23500,978,396000,CHN,7.43E-07,0.417940718,6.84E-07,1054,2144.5,1054,8.85E+11,559.697
2020,840,USA,339000000,444,1130,41,9.8,14.58,740,17.1,Low,88710,470,594286,USA,1.31E-06,0.233333333,1.39E-06,448,1165,448,2.51E+11,701.1
2020,76,Brazil,197000000,72,1062,66,11,16,1993.8,20,Low,3643,392.9,404286,BRA,3.65E-07,0.164179104,1.99E-06,71.1,1052,71.1,3.93E+11,1320
2020,643,Russia,144571429,69.9,1893.7,21.5,19.5,17.5,493.8,2.5,Moderate,3471,985,178710,RUS,4.83E-07,0.866666667,6.81E-06,71.4,1896.6,71.43333333,71389371640,53.75
2020,484,Mexico,121314286,80,274.3,76,11,14,664.3,4,Moderate,5200,10000,550000,MEX,6.59E-07,0.142857143,8.24E-05,79.9,277.1,79.9,80589080190,304
2020,36,Australia,261429,14.36,172.1,3.57,37.9,59.3,1028.8,8,Low,5100,1620,550000,AUS,5.49E-05,8.29321663,0.006196687,14.43,173.4,14.43,268958155.2,28.56
2020,826,England,55800000,14.5,782.5,4.43,9.9,59.3,1028.8,0.9,Low,4929,1843,261429,GBR,2.60E-07,1.82320442,3.30E-05,14.57,786.3,14.56666667,57407040000,3.987
2020,250,France,64371429,31.4,145,10.7,10,19,838.6,32.9,High,647,8229,227143,FRA,4.88E-07,0.854700855,0.000127836,31.7,146,31.7,53981880359,352.03
2020,124,Canada,36700000,36,479,9,70,12,567,0,Low,14286,68571,35714,CAN,9.81E-07,7,0.00186842,36.3,484.7,36.3,20808900000,0
2020,392,Japan,123071429,76.1,274.3,61.7,18,16.5,1748,0,Low,2971,18286,272857,JPN,6.18E-07,0.28708134,0.00014858,76.6,277.1,76.56666667,2.15E+11,0
2020,32,Argentina,44600000,38,464.3,70.7,11,13,531,3.5,Moderate,130,2500,85714,ARG,8.52E-07,0.153417015,5.61E-05,37.8,467.1,37.8,23682600000,247.45
2020,704,Vietnam,96000000,90,110,83.4,11,14,1740,3.1,Moderate,1100,47857,351429,VNM,9.38E-07,0.130331754,0.00049851,89,109,89,1.67E+11,258.54
2020,608,Philippines,114614286,80,130,71.1,9.3,14.3,2360,3.5,High,2243,1279,115714,PHL,6.98E-07,0.128987517,1.12E-05,79,131,79,2.70E+11,248.85
2020,364,Iran,84285714,100,270,90.5,8,9,190,26.4,High,220,70,112143,IRN,1.19E-06,0.087431694,8.31E-07,100,276,99.66666667,16014285660,2389.2
2020,764,Thailand,68271429,55,379,72.9,11,9.3,1386,26.4,Moderate,27143,82857,222857,THA,8.06E-07,0.148849797,0.001213641,54,383,54.33333333,94624200594,1924.56
2020,860,Uzbekistan,33785714,49,1314.3,87.9,3.7,9.3,207.1,6.3,High,1857,28429,70000,UZB,1.45E-06,0.041619798,0.00084145,49.5,1337.1,49.5,6997021369,553.77
2020,792,Turkey,81785714,56,154.3,66.4,18,19,584.3,7,High,1614,4186,218571,TUR,6.85E-07,0.267062315,5.12E-05,55.2,155.1,55.2,47787392690,464.8
2020,604,Peru,33071429,26,171.4,81.5,7,9.79,1571.4,2.57,High,17357,615,178571,PER,7.86E-07,0.084848485,1.86E-05,25.8,175.7,25.8,51968443531,209.455
2020,368,Iraq,41528571,58.6,264.3,86,2.43,6.71,134.3,6.14,High,355,2743,12143,IRQ,1.41E-06,0.027931034,6.61E-05,59.3,277.1,59.3,5577287085,528.04
2021,356,India,1227844000,946.75,984.12,45.22,24.59,22.59,1742.16,2.16,Moderate,5650,2699.25,13760,IND,7.71E-07,0.53202077,2.20E-06,923.75,1002.88,923.8333333,2.14E+12,97.6752
2021,156,China,1440000000,1072,2230.78,63,24.59,24.602,617.857,9.099,Moderate,23650,979,405000,CHN,7.44E-07,0.38421875,6.80E-07,1063,2187.19,1063,8.90E+11,573.237
2021,840,USA,341000000,440,1095,40.2,9.6,14.666,745,16.67,Low,89167,468,601429,USA,1.29E-06,0.233009709,1.37E-06,444,1130,444,2.54E+11,670.134
2021,76,Brazil,198600000,72.9,1072.1,66.2,10.7,16.2,1986.9,20.6,Low,3714,394.3,413429,BRA,3.67E-07,0.15922619,1.99E-06,72,1062,72,3.95E+11,1363.72
2021,643,Russia,144457143,68.3,1891.1,21.1,18.6,17.7,494.9,2.4,Moderate,3477,989,183167,RUS,4.73E-07,0.841628959,6.85E-06,69.9,1893.7,69.86666667,71491840071,50.64
2021,484,Mexico,122651429,80.1,271.4,76,11.2,14,661.4,4.1,Moderate,5200,10100,560000,MEX,6.53E-07,0.145454545,8.23E-05,80,274.3,80,81121655141,311.6
2021,36,Australia,263143,14.29,170.9,3.66,37.3,59.4,1032.9,8,Low,5120,1622,560000,AUS,5.43E-05,8.004291845,0.006163925,14.36,172.1,14.36,271800404.7,29.28
2021,826,England,56060000,14.43,778.8,4.54,9.4,59.4,1032.9,0.92,Low,4943,1844,263143,GBR,2.57E-07,1.696750903,3.29E-05,14.5,782.5,14.5,57904374000,4.1768
2021,250,France,64577143,31.1,144,10.6,9.6,19.1,840.9,33.3,High,650,8243,227714,FRA,4.82E-07,0.827586207,0.000127646,31.4,145,31.4,54302919549,352.98
2021,124,Canada,37000000,35.7,473.3,9,69.7,12,568,0,Low,14429,68857,34571,CAN,9.65E-07,6.97,0.001861,36,479,36,21016000000,0
2021,392,Japan,123057143,75.7,271.4,61.6,17.5,16.4,1747,0,Low,2977,18329,266286,JPN,6.15E-07,0.279552716,0.000148947,76.1,274.3,76.13333333,2.15E+11,0
2021,32,Argentina,45000000,38,461.4,70.6,11.1,13,529,3.6,Moderate,131,2500,86571,ARG,8.44E-07,0.155027933,5.56E-05,38,464.3,37.93333333,23805000000,254.16
2021,704,Vietnam,97000000,91,111,83.1,11.1,14.2,1738,3.2,Moderate,1120,48886,362643,VNM,9.38E-07,0.131985731,0.000503979,90,110,90,1.69E+11,265.92
2021,608,Philippines,116371429,81,130,70.6,9.4,14.4,2362,3.6,High,2294,1293,118571,PHL,6.96E-07,0.131284916,1.11E-05,80,130,80,2.75E+11,254.16
2021,364,Iran,85228571,100,264,90.4,8,9,188,27.1,High,226,70,113714,IRN,1.17E-06,0.087527352,8.21E-07,100,270,100,16022971348,2449.84
2021,764,Thailand,68677143,55,375,72.3,11.2,9.4,1379,27.1,Moderate,27714,83286,228286,THA,8.01E-07,0.152796726,0.001212718,55,379,54.66666667,94705780197,1959.33
2021,860,Uzbekistan,34228571,48.5,1291.4,87.6,3.6,9.4,205.7,6.4,High,1886,28443,72000,UZB,1.42E-06,0.040632054,0.000830972,49,1314.3,49,7040817055,560.64
2021,792,Turkey,82628571,56.8,153.4,66.1,18,19.1,581.4,7,High,1651,4269,222857,TUR,6.87E-07,0.268256334,5.17E-05,56,154.3,56,48040251179,462.7
2021,604,Peru,33437143,26,167.1,81.3,7,9.85,1567.1,2.66,High,17886,618,182857,PER,7.78E-07,0.085054678,1.85E-05,26,171.4,25.93333333,52399346795,216.258
2021,368,Iraq,42342857,57.9,251.4,85.8,2.34,6.77,131.4,6.31,High,363,2694,11714,IRQ,1.37E-06,0.026958525,6.36E-05,58.6,264.3,58.6,5563851410,541.398
2022,356,India,1293925000,970,1040.43,47.52,33.61,22.99,2146.37,2.97,Low,5760,2758,13920,IND,7.50E-07,0.69270404,2.13E-06,946.75,984.12,946.8333333,2.78E+12,141.1344
2022,156,China,1450000000,1081,2275.3,63,33.61,25.731,617.143,9.328,Low,23800,979.5,414000,CHN,7.46E-07,0.52515625,6.76E-07,1072,2230.78,1072,8.95E+11,587.664
2022,840,USA,341500000,436,1060,39.4,9.4,14.752,750,16.24,Low,89624,466,608571,USA,1.28E-06,0.232673267,1.36E-06,440,1095,440,2.56E+11,639.856
2022,76,Brazil,200200000,73.8,1082.5,66.4,10.4,16.4,1980,21.2,Low,3786,395.7,422571,BRA,3.69E-07,0.154302671,1.98E-06,72.9,1072.1,72.9,3.96E+11,1407.68
2022,643,Russia,144342857,66.7,1888.9,20.6,17.8,18,496,2.2,Moderate,3483,994,187624,RUS,4.62E-07,0.824074074,6.89E-06,68.3,1891.1,68.3,71594057072,45.32
2022,484,Mexico,123988571,80.2,268.6,76,11.4,14,658.6,4.2,Moderate,5200,10200,570000,MEX,6.47E-07,0.148051948,8.23E-05,80.1,271.4,80.1,81658872861,319.2
2022,36,Australia,264857,14.21,169.7,3.74,36.7,59.6,1037,8,Low,5140,1624,570000,AUS,5.37E-05,7.742616034,0.006131587,14.29,170.9,14.28666667,274656709,29.92
2022,826,England,56320000,14.37,775.2,4.66,8.9,59.6,1037,0.94,Low,4957,1846,264857,GBR,2.55E-07,1.572438163,3.28E-05,14.43,778.8,14.43333333,58403840000,4.3804
2022,250,France,64782857,30.9,143,10.4,9.2,19.2,843.1,33.7,High,654,8257,228286,FRA,4.77E-07,0.807017544,0.000127457,31.1,144,31.13333333,54618426737,350.48
2022,124,Canada,37300000,35.4,467.6,9,69.3,12,569,0,Low,14571,69143,33429,CAN,9.49E-07,6.93,0.0018537,35.7,473.3,35.7,21223700000,0
2022,392,Japan,123042857,75.3,268.6,61.4,17,16.4,1746,0,Low,2983,18371,259714,JPN,6.12E-07,0.272435897,0.000149306,75.7,271.4,75.7,2.15E+11,0
2022,32,Argentina,45400000,38,458.6,70.4,11.2,13,527,3.7,Moderate,132,2500,87429,ARG,8.37E-07,0.156862745,5.51E-05,38,461.4,38,23925800000,260.48
2022,704,Vietnam,98000000,92,112,82.9,11.2,14.4,1736,3.3,Moderate,1140,49914,373857,VNM,9.39E-07,0.133492253,0.000509327,91,111,91,1.70E+11,273.57
2022,608,Philippines,118128571,82,130,70.1,9.6,14.6,2364,3.7,High,2346,1307,121429,PHL,6.94E-07,0.135021097,1.11E-05,81,130,81,2.79E+11,259.37
2022,364,Iran,86171429,100,258,90.4,8,9,186,27.9,High,232,70,115286,IRN,1.16E-06,0.087527352,8.12E-07,100,264,100,16027885794,2522.16
2022,764,Thailand,69082857,55,371,71.7,11.4,9.6,1371,27.9,Moderate,28286,83714,233714,THA,7.96E-07,0.156808803,0.001211791,55,375,55,94712596947,2000.43
2022,860,Uzbekistan,34671429,48,1268.6,87.3,3.4,9.6,204.3,6.6,High,1914,28457,73000,UZB,1.38E-06,0.038505096,0.000820762,48.5,1291.4,48.5,7083372945,576.18
2022,792,Turkey,83471429,57.6,152.6,65.9,18,19.2,578.6,7,High,1689,4351,227143,TUR,6.90E-07,0.269058296,5.21E-05,56.8,153.4,56.8,48296568819,461.3
2022,604,Peru,33802857,26,162.9,81.2,7,9.91,1562.9,2.74,High,18414,621,187143,PER,7.69E-07,0.085158151,1.84E-05,26,167.1,26,52830485205,222.488
2022,368,Iraq,43157143,57.1,238.6,85.6,2.26,6.83,128.6,6.49,High,370,2646,11286,IRQ,1.32E-06,0.026096998,6.13E-05,57.9,251.4,57.86666667,5550008590,555.544
2023,356,India,1271796000,993.5,1188.08,48.39,25.33,27.93,1603.46,2.91,Moderate,5870,2817.5,14080,IND,7.81E-07,0.512856854,2.22E-06,970,1040.43,970.0833333,2.04E+12,140.8149
2023,156,China,1460000000,1090,2320.76,63,25.33,26.904,616.429,9.557,Moderate,23950,979.8,423000,CHN,7.47E-07,0.39578125,6.71E-07,1081,2275.3,1081,9.00E+11,602.091
2023,840,USA,342000000,432,1025,38.6,9.2,14.838,755,15.81,Low,90081,464,615714,USA,1.26E-06,0.232323232,1.36E-06,436,1060,436,2.58E+11,610.266
2023,76,Brazil,201800000,74.7,1093,66.6,10.1,16.6,1973.1,21.8,Low,3857,397.1,431714,BRA,3.70E-07,0.149408284,1.97E-06,73.8,1082.5,73.8,3.98E+11,1451.88
2023,643,Russia,144228571,65.1,1887,20.2,16.9,18.2,497.1,2.1,Moderate,3489,998,192081,RUS,4.51E-07,0.797169811,6.92E-06,66.7,1888.9,66.7,71696022644,42.42
2023,484,Mexico,125325714,80.3,265.7,76,11.6,14,655.7,4.3,Moderate,5200,10300,580000,MEX,6.41E-07,0.150649351,8.22E-05,80.2,268.6,80.2,82176070670,326.8
2023,36,Australia,266571,14.14,168.5,3.83,36.1,59.7,1041.1,8,Low,5160,1626,580000,AUS,5.30E-05,7.474120083,0.006099665,14.21,169.7,14.21333333,277527068.1,30.64
2023,826,England,56580000,14.3,771.7,4.77,8.4,59.7,1041.1,0.96,Low,4971,1847,266571,GBR,2.53E-07,1.455805893,3.26E-05,14.37,775.2,14.36666667,58905438000,4.5792
2023,250,France,64988571,30.6,142,10.3,8.8,19.3,845.4,34.1,High,657,8271,228857,FRA,4.71E-07,0.778761062,0.000127269,30.9,143,30.86666667,54941337923,351.23
2023,124,Canada,37600000,35.1,461.9,9,69,12,570,0,Low,14714,69429,32286,CAN,9.34E-07,6.9,0.001846516,35.4,467.6,35.4,21432000000,0
2023,392,Japan,123028571,74.9,265.7,61.3,16.5,16.3,1745,0,Low,2989,18414,253143,JPN,6.09E-07,0.264847512,0.000149673,75.3,268.6,75.3,2.15E+11,0
2023,32,Argentina,45800000,38,455.7,70.3,11.3,13,525,3.8,Moderate,133,2500,88286,ARG,8.30E-07,0.158485273,5.46E-05,38,458.6,38,24045000000,267.14
2023,704,Vietnam,99000000,93,113,82.6,11.3,14.6,1734,3.4,Moderate,1160,50943,385071,VNM,9.39E-07,0.135167464,0.000514576,92,112,92,1.72E+11,280.84
2023,608,Philippines,119885714,83,130,69.6,9.7,14.7,2366,3.8,High,2397,1321,124286,PHL,6.92E-07,0.137393768,1.10E-05,82,130,82,2.84E+11,264.48
2023,364,Iran,87114286,100,252,90.3,8,9,184,28.6,High,238,70,116857,IRN,1.15E-06,0.08762322,8.04E-07,100,258,100,16029028624,2582.58
2023,764,Thailand,69488571,55,367,71.1,11.6,9.7,1364,28.6,Moderate,28857,84143,239143,THA,7.91E-07,0.160887656,0.00121089,55,371,55,94782410844,2033.46
2023,860,Uzbekistan,35114286,47.5,1245.7,86.9,3.3,9.7,202.9,6.7,High,1943,28471,74000,UZB,1.35E-06,0.037542662,0.00081081,48,1268.6,48,7124688629,582.23
2023,792,Turkey,84314286,58.4,151.7,65.6,18,19.3,575.7,7,High,1726,4434,231429,TUR,6.93E-07,0.27027027,5.26E-05,57.6,152.6,57.6,48539734450,459.2
2023,604,Peru,34168571,26,158.6,81,7,9.97,1558.6,2.83,High,18943,624,191429,PER,7.61E-07,0.085365854,1.83E-05,26,162.9,26,53255134761,229.23
2023,368,Iraq,43971429,56.4,225.7,85.4,2.17,6.89,125.7,6.66,High,378,2597,10857,IRQ,1.28E-06,0.025115741,5.91E-05,57.1,238.6,57.13333333,5527208625,568.764
2024,356,India,1349518000,1017.25,1260.39,42.76,26.46,22.65,1391.92,2.18,Low,6138,3000,15040,IND,7.54E-07,0.604661792,2.22E-06,993.5,1188.08,993.5833333,1.88E+12,93.2168
2024,156,China,1408000000,1010,1958.6,63,26.46,27.102,615,10,Low,24000,980,549000,CHN,7.17E-07,0.4134375,6.96E-07,1090,2320.76,1060.333333,8.66E+11,630
2024,840,USA,342000000,420,965,37.8,9,14.924,760,15,Low,91000,462,630000,USA,1.23E-06,0.231958763,1.35E-06,432,1025,429.3333333,2.60E+11,567
2024,76,Brazil,205000000,75,1002.4,68,9,16,1960,22,Low,4000,400,450000,BRA,3.66E-07,0.130434783,1.95E-06,74.7,1093,74.5,4.02E+11,1496
2024,643,Russia,144114286,62,1885.4,20,15,18,500,2,Moderate,3500,1000,210000,RUS,4.30E-07,0.714285714,6.94E-06,65.1,1887,64.6,72057143000,40
2024,484,Mexico,129400000,81,260,76,12,14,650,5,Moderate,5200,10500,600000,MEX,6.26E-07,0.155844156,8.11E-05,80.3,265.7,80.5,84110000000,380
2024,36,Australia,270000,14,166.7,4,35,60,1050,8,Low,5200,1640,600000,AUS,5.19E-05,7,0.006074052,14.14,168.5,14.11666667,283500000,32
2024,826,England,57100000,14.2,762.8,5,6,60,1050,1,Low,5000,1850,270000,GBR,2.49E-07,1,3.24E-05,14.3,771.7,14.29,59955000000,5
2024,250,France,68400000,30,140,10,8,20,850,35,High,660,8300,230000,FRA,4.39E-07,0.727272727,0.000121345,30.6,142,30.5,58140000000,350
2024,124,Canada,41100000,35,450,9,68,12,570,0,Low,15000,70000,31143,CAN,8.52E-07,6.8,0.001703163,35.1,461.9,35.16666667,23427000000,0
2024,392,Japan,122500000,74,270,62,15,16,1744,0,Low,3000,18500,240000,JPN,6.04E-07,0.238095238,0.00015102,74.9,265.7,74.73333333,2.14E+11,0
2024,32,Argentina,46000000,38,450,70,12,13,550,4.5,Moderate,140,2500,90000,ARG,8.26E-07,0.169014085,5.43E-05,38,455.7,38,25300000000,315
2024,704,Vietnam,100300000,94,130,82,12,15,1759,4,Moderate,1200,51971,396286,VNM,9.37E-07,0.144578313,0.000518156,93,113,93,1.76E+11,328
2024,608,Philippines,118700000,90,130,70,10,15,2350,4,High,2500,1350,127143,PHL,7.58E-07,0.14084507,1.14E-05,83,130,85,2.79E+11,280
2024,364,Iran,89000000,100,180,90,8,9,180,30,High,250,70,118429,IRN,1.12E-06,0.087912088,7.87E-07,100,252,100,16020000000,2700
2024,764,Thailand,71800000,55,350,70,12,10,1350,30,Moderate,30000,85000,250000,THA,7.66E-07,0.169014085,0.001183844,55,367,55,96930000000,2100
2024,860,Uzbekistan,36500000,48,1200,85,4,10,180,7,High,2000,28500,74500,UZB,1.32E-06,0.046511628,0.000780822,47.5,1245.7,47.83333333,6570000000,595
2024,792,Turkey,86000000,60,150,65,18,20,560,7,High,1800,5300,235714,TUR,6.98E-07,0.272727273,6.16E-05,58.4,151.7,58.66666667,48160000000,455
2024,604,Peru,34700000,26,150,80,7,10,1550,2.91,High,19471,635,195714,PER,7.49E-07,0.086419753,1.83E-05,26,158.6,26,53785000000,232.8
2024,368,Iraq,44785714,55,200,85,2,7,120,7,High,400,2500,10429,IRQ,1.23E-06,0.023255814,5.58E-05,56.4,225.7,56.16666667,5374285680,595
